iter	MultiClass
905	0.6442732952
906	0.6442040916
907	0.6441430379
908	0.6440734387
909	0.6440399904
910	0.6439360344
911	0.6437832449
912	0.6437236549
913	0.6436409112
914	0.6434542776
915	0.6433687511
916	0.64334809
917	0.6432853763
918	0.6432362937
919	0.6431884999
920	0.6431455246
921	0.6430540853
922	0.6429546459
923	0.6428477997
924	0.6428017765
925	0.6427341729
926	0.6426664381
927	0.6425996851
928	0.6425729511
929	0.6423970157
930	0.6422938939
931	0.6421494185
932	0.6420164103
933	0.6419947704
934	0.6419199781
935	0.6418484988
936	0.6417910043
937	0.6416769729
938	0.6415521546
939	0.6414704187
940	0.6414496662
941	0.6414051968
942	0.6413700109
943	0.6413215557
944	0.6412666156
945	0.6412357064
946	0.6411487828
947	0.6410381192
948	0.6409076651
949	0.6407181318
950	0.6406536472
951	0.6405710026
952	0.6404980944
953	0.6404042268
954	0.6403716313
955	0.6402678785
956	0.6402106304
957	0.6401488633
958	0.6400928204
959	0.6400071738
960	0.639845923
961	0.6397519728
962	0.6396979431
963	0.6395917907
964	0.6394940377
965	0.6393803518
966	0.6392639869
967	0.6391565395
968	0.6391243857
969	0.6390662768
970	0.639027447
971	0.6388656118
972	0.6387165339
973	0.6386097202
974	0.6385146797
975	0.6384175923
976	0.6382333144
977	0.6381818524
978	0.6381308675
979	0.6380979702
980	0.6380148111
981	0.6378963339
982	0.6377290629
983	0.6376498776
984	0.6375946252
985	0.6374786295
986	0.6373765743
987	0.6373223533
988	0.6371820951
989	0.6370934708
990	0.6369891665
991	0.6369336716
992	0.6368509454
993	0.6367903298
994	0.6366289986
995	0.6365977437
996	0.6365282328
997	0.6364237458
998	0.6363382317
999	0.6363146336
